FFSU,XX,00409,1179,30,2010,3,DEMEROL 75,1398.712,false,926,7059.14,6823.37,235.77,7/1,07/01/2010,,,,00409117930
FFSU,TN,00264,7510,10,2010,3,5% DEXTROS,17500,false,17,147.26,147.26,0,7/1,07/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",00264751010
FFSU,TN,00781,1452,01,2010,3,GLIPIZIDE,8613,false,145,917.37,914.82,2.55,7/1,07/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",00781145201
FFSU,XX,65597,0103,30,2010,2,BENICAR 20,795622,false,24390,1782471.07,1762187.32,20283.75,4/1,04/01/2010,,,,65597010330
FFSU,XX,00904,1748,40,2010,4,IBUPROFEN,141698,false,3459,63702.37,63506.45,195.92,10/1,10/01/2010,,,,00904174840
FFSU,XX,00456,2020,01,2010,2,LEXAPRO 20,9208310.36,false,282481,29527554.28,28847657.21,679897.07,4/1,04/01/2010,,,,00456202001
MCOU,XX,68645,0130,54,2010,3,FLUOXETINE,221807,false,5368,26430.56,25223.06,1207.5,7/1,07/01/2010,,,,68645013054
MCOU,PA,53489,0119,05,2010,3,DOXYCYCLIN,3786,false,162,1210.86,1210.86,0,7/1,07/01/2010,40.5773,-77.264,"(40.5773, -77.264)",53489011905
FFSU,TN,62037,0999,10,2010,2,POTASSIUM,14081,false,290,3867.96,3733.17,134.79,4/1,04/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",62037099910
MCOU,OR,00574,2008,15,2010,4,NYSTOP POW,2820,false,121,2508.13,2508.13,0,10/1,10/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",00574200815
MCOU,XX,10019,0163,12,2010,4,PHENYLEPHR,54,false,32,57.62,57.62,0,10/1,10/01/2010,,,,10019016312
MCOU,OR,66733,0948,23,2010,3,ERBITUX,10820,false,39,95061.34,76578.87,18482.47,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",66733094823
FFSU,OR,00781,5182,01,2010,1,LEVOTHYROX,1674,false,52,465.07,458.43,6.64,1/1,01/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",00781518201
FFSU,XX,00168,0006,16,2010,1,TRIAMCINOL,2113368.667,false,6158,91450.16,89372.47,2077.69,1/1,01/01/2010,,,,00168000616
MCOU,OR,00591,0348,01,2010,4,TRIAM/HTZ,630,false,24,96.33,96.33,0,10/1,10/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",00591034801
FFSU,NY,00015,1911,13,2010,2,IXEMPRA 45,,true,,,,,4/1,04/01/2010,42.1497,-74.9384,"(42.1497, -74.9384)",00015191113
FFSU,XX,63304,0445,30,2010,3,OMEPRAZOLE,28130,false,903,32818.4,31534.48,1283.92,7/1,07/01/2010,,,,63304044530
FFSU,TN,00591,0339,10,2010,4,DICOFLENAC,21720,false,397,9887.39,9875.33,12.06,10/1,10/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",00591033910
FFSU,CT,55513,0478,10,2010,4,EPOGEN (EP,441.54,false,661,77052.9,77052.9,0,10/1,10/01/2010,41.5834,-72.7622,"(41.5834, -72.7622)",55513047810
MCOU,XX,13668,0032,05,2010,3,TOPIRAMATE,12202,false,215,5151.48,5097.84,53.64,7/1,07/01/2010,,,,13668003205
FFSU,VA,59762,4801,05,2010,1,Citalopram,,true,,,,,1/1,01/01/2010,37.768,-78.2057,"(37.768, -78.2057)",59762480105
FFSU,TN,00168,0313,30,2010,1,CICLOPIROX,7605,false,188,3254.65,3243.17,11.48,1/1,01/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",00168031330
MCOU,XX,00093,1130,01,2010,4,FEXOFENADI,33476,false,764,53293.74,52351.6,942.14,10/1,10/01/2010,,,,00093113001
FFSU,OR,45802,0888,30,2010,4,OMEPRAZOLE,10833,false,282,6419.02,6387.76,31.26,10/1,10/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",45802088830
FFSU,OR,00071,0369,24,2010,3,DILANTIN 1,5136,false,39,2119.14,1974.9,144.24,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",00071036924
MCOU,VA,65862,0019,05,2010,3,CEPHALEXIN,5301.001,false,190,2058.51,2058.51,0,7/1,07/01/2010,37.768,-78.2057,"(37.768, -78.2057)",65862001905
MCOU,MI,00487,9801,30,2010,4,IPRATROPIU,7820,false,43,895.75,895.75,0,10/1,10/01/2010,43.3504,-84.5603,"(43.3504, -84.5603)",00487980130
MCOU,OR,00143,3126,01,2010,4,DICYCLOMIN,4017,false,63,404.03,404.03,0,10/1,10/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",00143312601
MCOU,PA,00093,2274,34,2010,4,AMOXICILLI,12484,false,583,17218.54,16983.22,235.32,10/1,10/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00093227434
MCOU,PA,00054,4084,25,2010,3,AZATHIOPRI,37318,false,611,14602.73,14219.26,383.47,7/1,07/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00054408425
MCOU,VA,00781,2613,31,2010,4,AMOXICILLI,9962,false,335,1346.34,1346.34,0,10/1,10/01/2010,37.768,-78.2057,"(37.768, -78.2057)",00781261331
FFSU,TX,00264,7635,00,2010,4,KCL 20 MEQ,,true,,,,,10/1,10/01/2010,31.106,-97.6475,"(31.106, -97.6475)",00264763500
FFSU,KY,00008,0833,22,2010,1,EFFEXOR XR,36172,false,782,158355.92,157700.4,655.52,1/1,01/01/2010,37.669,-84.6514,"(37.669, -84.6514)",00008083322
FFSU,TN,50458,0596,01,2010,4,RISPERIDON,27072,false,468,28572.11,28505.5,66.61,10/1,10/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",50458059601
FFSU,OR,45802,0064,36,2010,1,TRIAMCINOL,3120,false,39,243.05,237.06,5.99,1/1,01/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",45802006436
FFSU,KY,00409,1762,30,2010,1,MORPHINE S,2377,false,297,12647.12,12647.12,0,1/1,01/01/2010,37.669,-84.6514,"(37.669, -84.6514)",00409176230
FFSU,KY,00378,0208,10,2010,2,FUROSEMIDE,75696,false,2265,11722.25,11714.63,7.62,4/1,04/01/2010,37.669,-84.6514,"(37.669, -84.6514)",00378020810
FFSU,XX,00228,2128,10,2010,3,CLONIDINE,791308.68,false,15631,137704.52,135543.27,2161.25,7/1,07/01/2010,,,,00228212810
FFSU,KY,60258,0239,16,2010,4,DE-CHLOR D,2253412.67,false,15626,196340.44,196179.83,160.61,10/1,10/01/2010,37.669,-84.6514,"(37.669, -84.6514)",60258023916
FFSU,XX,00093,1177,01,2010,4,NEOMYCIN 5,99788.057,false,1947,109727.75,107917.97,1809.78,10/1,10/01/2010,,,,00093117701
MCOU,XX,00093,7242,06,2010,4,RISPERIDON,117226.101,false,3184,136680.55,135771.48,909.07,10/1,10/01/2010,,,,00093724206
FFSU,TN,49884,0029,01,2010,3,HYDRALAZIN,7335,false,72,1094.11,1094.11,0,7/1,07/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",49884002901
FFSU,KY,00264,3153,11,2010,2,CEFTRIAXON,4175,false,79,2331.81,2331.81,0,4/1,04/01/2010,37.669,-84.6514,"(37.669, -84.6514)",00264315311
FFSU,KY,45802,0525,55,2010,1,AMMONIUM L,57762,false,246,3620.84,3620.84,0,1/1,01/01/2010,37.669,-84.6514,"(37.669, -84.6514)",45802052555
FFSU,XX,00310,0751,90,2010,4,CRESTOR 10,5077272.2,false,152670,20547471.35,20363482.7,183988.65,10/1,10/01/2010,,,,00310075190
FFSU,XX,45802,0434,01,2010,3,CPL CLOTRI,47529,false,1954,15891.33,15836.27,55.06,7/1,07/01/2010,,,,45802043401
FFSU,TN,52544,0552,28,2010,4,NECON 1MG/,61572,false,2198,56617.38,56125.59,491.79,10/1,10/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",52544055228
FFSU,OR,64764,0451,24,2010,3,ACTOS (PIO,3657,false,122,28809.65,28407.89,401.76,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",64764045124
MCOU,PA,00781,1489,01,2010,2,AMITRIPTYL,7649,false,215,1450.88,1450.88,0,4/1,04/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00781148901
FFSU,XX,54458,0985,10,2010,2,PRAVASTATI,402457,false,11198,59518.16,52389.38,7128.78,4/1,04/01/2010,,,,54458098510
FFSU,LA,00641,0376,25,2010,3,DIPHENHYDR,799,false,565,3938.55,3938.16,0.39,7/1,07/01/2010,31.1801,-91.8749,"(31.1801, -91.8749)",00641037625
FFSU,XX,53014,0580,07,2010,3,METADATE C,687013,false,19104,2579677.44,2450447.1,129230.34,7/1,07/01/2010,,,,53014058007
FFSU,CO,55513,0126,10,2010,2,EPOGEN,901.1,false,123,19937.68,19937.68,0,4/1,04/01/2010,39.0646,-105.3272,"(39.0646, -105.3272)",55513012610
MCOU,XX,00517,0601,25,2010,4,KETOROLAC,49,false,17,25.72,14.4,11.32,10/1,10/01/2010,,,,00517060125
MCOU,XX,67386,0501,52,2010,4,NEMBUTAL S,,true,,,,,10/1,10/01/2010,,,,67386050152
MCOU,PA,00054,4550,25,2010,3,METHOTREX,3416,false,136,2086.49,2056.46,30.03,7/1,07/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00054455025
MCOU,VA,00228,2059,50,2010,2,LORAZEPAM,60521.002,false,1110,19696.2,19692.26,3.94,4/1,04/01/2010,37.768,-78.2057,"(37.768, -78.2057)",00228205950
MCOU,XX,49348,0001,23,2010,2,ASPIRIN TA,1055,false,35,82.36,82.36,0,4/1,04/01/2010,,,,49348000123
MCOU,OR,60951,0658,70,2010,3,Morphine S,9949,false,120,13034.04,13034.04,0,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",60951065870
FFSU,XX,43478,0245,45,2010,2,TRETINOIN,31775,false,713,47009.68,45273.01,1736.67,4/1,04/01/2010,,,,43478024545
FFSU,XX,00781,1655,01,2010,2,PENICILLN,592272.5,false,19604,207402.5,203121.22,4281.28,4/1,04/01/2010,,,,00781165501
MCOU,XX,00093,7439,01,2010,4,DIVALPROEX,46566,false,624,7935.91,7796.35,139.56,10/1,10/01/2010,,,,00093743901
MCOU,MI,00409,2305,05,2010,4,MIDAZOLAM,,true,,,,,10/1,10/01/2010,43.3504,-84.5603,"(43.3504, -84.5603)",00409230505
FFSU,XX,00046,0749,05,2010,4,PREMARIN 2,174,false,137,11632.26,11477.6,154.66,10/1,10/01/2010,,,,00046074905
FFSU,OR,60505,0829,01,2010,1,FLUTICASON,864,false,52,1288.08,1166.21,121.87,1/1,01/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",60505082901
FFSU,XX,00472,0379,15,2010,2,CLOTRIMAZO,386572,false,15246,261894.68,257105.31,4789.37,4/1,04/01/2010,,,,00472037915
MCOU,VA,00781,5077,01,2010,3,LORATADINE,258153.007,false,8722,69155.48,69079.28,76.2,7/1,07/01/2010,37.768,-78.2057,"(37.768, -78.2057)",00781507701
FFSU,XX,53014,0548,67,2010,1,TUSSIONEX,2531657.328,false,19638,1604468.69,1584603.76,19864.93,1/1,01/01/2010,,,,53014054867
MCOU,VA,00781,1941,31,2010,2,AZITHROMYC,164,false,50,748.2,748.2,0,4/1,04/01/2010,37.768,-78.2057,"(37.768, -78.2057)",00781194131
FFSU,XX,00406,0367,05,2010,1,HYDROCODON,1811760,false,19860,581375.93,570181.72,11194.21,1/1,01/01/2010,,,,00406036705
FFSU,TN,00378,1160,01,2010,2,GUANFACINE,129187,false,2393,23588.55,23439.88,148.67,4/1,04/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",00378116001
MCOU,PA,00378,4882,01,2010,3,VENLAFAXIN,9848,false,199,9768.36,9551.13,217.23,7/1,07/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00378488201
MCOU,VA,00574,0404,50,2010,4,NYSTATIN P,7797.8,false,92,9114.04,9114.04,0,10/1,10/01/2010,37.768,-78.2057,"(37.768, -78.2057)",00574040450
FFSU,XX,64764,0046,13,2010,2,PREVACID 3,4613394.938,false,136364,25115728.15,24955082.72,160645.43,4/1,04/01/2010,,,,64764004613
MCOU,XX,00574,0404,05,2010,3,NYSTATIN 5,26374.22,false,373,14960.23,14818.25,141.98,7/1,07/01/2010,,,,00574040405
MCOU,XX,49502,0672,30,2010,2,DUONEB (IP,2074,false,39,1325.62,1325.62,0,4/1,04/01/2010,,,,49502067230
MCOU,PA,00168,0310,04,2010,3,Desonide L,21866,false,172,11460.2,11192.38,267.82,7/1,07/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00168031004
FFSU,TN,55111,0180,15,2010,2,TIZANIDINE,192291.5,false,2687,27607.54,27451.39,156.15,4/1,04/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",55111018015
FFSU,XX,00093,3145,01,2010,1,CEPHALEXIN,152592.823,false,4978,46292.55,44840.54,1452.01,1/1,01/01/2010,,,,00093314501
FFSU,TN,55390,0112,99,2010,3,CISPLATIN,3660,false,48,713.47,713.47,0,7/1,07/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",55390011299
MCOU,SC,00143,9853,16,2010,3,AMOCLAN,,true,,,,,7/1,07/01/2010,33.8191,-80.9066,"(33.8191, -80.9066)",00143985316
MCOU,WA,50458,0587,01,2010,4,CONCERTA 5,10394,false,333,52791.27,52791.27,0,10/1,10/01/2010,47.3917,-121.5708,"(47.3917, -121.5708)",50458058701
MCOU,XX,00093,0262,30,2010,3,FLUOCINONI,27985,false,760,4013.04,3967.54,45.5,7/1,07/01/2010,,,,00093026230
FFSU,XX,60432,0038,16,2010,3,GENERLAC 1,13242084.987,false,18399,300768.76,295990.82,4777.94,7/1,07/01/2010,,,,60432003816
FFSU,XX,00093,8121,01,2010,2,DOXAZOSIN,217979,false,5646,72522.53,71646.3,876.23,4/1,04/01/2010,,,,00093812101
FFSU,XX,00093,3123,01,2010,1,DICLOXACIL,63827,false,1580,28460.78,27390.22,1070.56,1/1,01/01/2010,,,,00093312301
FFSU,TN,00487,0201,60,2010,4,IPRATROPIU,18810.1,false,62,1682.71,1682.71,0,10/1,10/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",00487020160
MCOU,XX,50383,0901,10,2010,3,HYDROCORTI,8054,false,790,113689.96,112347.83,1342.13,7/1,07/01/2010,,,,50383090110
FFSU,XX,59310,0175,40,2010,4,QVAR 40MCG,443697.181,false,59809,4736454.77,4643771.31,92683.46,10/1,10/01/2010,,,,59310017540
FFSU,XX,00536,3105,01,2010,2,IBUPROFEN,225456,false,3976,16619.8,16405.25,214.55,4/1,04/01/2010,,,,00536310501
FFSU,TN,00378,2063,01,2010,3,ATENOLOL/C,10262,false,333,0.01,0.01,0,7/1,07/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",00378206301
FFSU,XX,00085,0069,04,2010,4,GARAMYCIN,244,false,15,1139.88,1139.88,0,10/1,10/01/2010,,,,00085006904
FFSU,XX,00145,0628,05,2010,4,SARNA LOTI,12048.424,false,67,860,614.21,245.79,10/1,10/01/2010,,,,00145062805
FFSU,TN,00591,3203,01,2010,4,HYCODONE/A,153252,false,3143,59791.33,59611.69,179.64,10/1,10/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",00591320301
FFSU,XX,55390,0057,10,2010,1,AMIODARONE,356.59,false,30,2061.95,767.6,1294.35,1/1,01/01/2010,,,,55390005710
FFSU,XX,41616,0759,83,2010,4,VENLAFAXIN,60153,false,1567,185209.27,183326.08,1883.19,10/1,10/01/2010,,,,41616075983
FFSU,TN,68180,0518,01,2010,1,LISINOPRIL,27507,false,895,6443.35,6437.26,6.09,1/1,01/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",68180051801
MCOU,XX,00143,9993,01,2010,3,GABAPENTIN,7611,false,90,1653.91,1648.91,5,7/1,07/01/2010,,,,00143999301
FFSU,NV,00069,2150,30,2010,3,CADUET TAB,,true,,,,,7/1,07/01/2010,38.4199,-117.1219,"(38.4199, -117.1219)",00069215030
MCOU,PA,63304,0657,05,2010,2,CEPHALEXIN,6758,false,229,2287.78,2283.86,3.92,4/1,04/01/2010,40.5773,-77.264,"(40.5773, -77.264)",63304065705
MCOU,PA,00093,0058,01,2010,2,TRAMADOL H,481948,false,6687,70626.56,70500.72,125.84,4/1,04/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00093005801
FFSU,OR,37205,0314,40,2010,3,ANTACID LI,10085,false,21,261.66,261.66,0,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",37205031440
FFSU,OR,00093,0784,86,2010,2,TAMOXIFEN,,true,,,,,4/1,04/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",00093078486
FFSU,XX,00591,3592,60,2010,4,DRONABINOL,128658,false,2103,1155085.24,1122083.74,33001.5,10/1,10/01/2010,,,,00591359260
MCOU,PA,00536,3546,01,2010,4,DAILY-VITE,,true,,,,,10/1,10/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00536354601
MCOU,OR,00143,1290,01,2010,3,METHOCARBA,2480,false,38,348.32,348.32,0,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",00143129001
FFSU,XX,10019,0611,03,2010,2,CEFAZOLIN,5584.5,false,539,101760.47,101730.22,30.25,4/1,04/01/2010,,,,10019061103
MCOU,VA,63824,0056,32,2010,4,Mucinex DM,1109,false,36,419.88,419.88,0,10/1,10/01/2010,37.768,-78.2057,"(37.768, -78.2057)",63824005632
FFSU,AK,00955,0790,05,2010,1,HYDROXYCHL,5102,false,105,1948.53,1948.53,0,1/1,01/01/2010,61.385,-152.2683,"(61.385, -152.2683)",00955079005
MCOU,PA,59762,5017,01,2010,3,FLUCONAZOL,1860,false,1396,5327.87,5327.59,0.28,7/1,07/01/2010,40.5773,-77.264,"(40.5773, -77.264)",59762501701
FFSU,XX,68462,0248,05,2010,4,RANITIDINE,8076038.08,false,149436,1028262.91,1007060.62,21202.29,10/1,10/01/2010,,,,68462024805
FFSU,XX,00781,6139,57,2010,4,AMOXICILLI,1905822.5,false,19150,677605.85,668642.32,8963.53,10/1,10/01/2010,,,,00781613957
FFSU,OR,50111,0441,02,2010,3,TRAZODONE,20659,false,566,5935.59,5862.18,73.41,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",50111044102
MCOU,XX,59746,0001,03,2010,3,METHYLPRED,616661.002,false,29369,172400.08,165831.02,6569.06,7/1,07/01/2010,,,,59746000103
FFSU,XX,59417,0102,10,2010,1,VYVANSE 20,1739174,false,56543,7521796,7281942.54,239853.46,1/1,01/01/2010,,,,59417010210
FFSU,NY,00078,0240,15,2010,2,SANDIMMUNE,14820,false,119,21222.28,15256.8,5965.48,4/1,04/01/2010,42.1497,-74.9384,"(42.1497, -74.9384)",00078024015
MCOU,XX,00143,9580,05,2010,4,SERTRALINE,13821,false,370,5138.16,5104.14,34.02,10/1,10/01/2010,,,,00143958005
MCOU,XX,00536,3755,10,2010,3,DOCUSATE C,3628,false,85,361.02,361.02,0,7/1,07/01/2010,,,,00536375510
FFSU,XX,00093,7536,56,2010,4,ANASTROZOL,74926,false,2323,155466.94,148670.02,6796.92,10/1,10/01/2010,,,,00093753656
MCOU,PA,45802,0937,26,2010,3,HYDROCORTI,8276,false,65,2951.94,2799.54,152.4,7/1,07/01/2010,40.5773,-77.264,"(40.5773, -77.264)",45802093726
MCOU,XX,63868,0241,36,2010,4,QC CHILD A,4164,false,128,215.75,207.75,8,10/1,10/01/2010,,,,63868024136
MCOU,XX,00555,0324,02,2010,4,HYDROXYZIN,108808,false,2176,42700.59,42576,124.59,10/1,10/01/2010,,,,00555032402
MCOU,XX,00310,0271,10,2010,3,SEROQUEL 1,1094353.002,false,27216,5462915.61,5345037.14,117878.47,7/1,07/01/2010,,,,00310027110
MCOU,XX,59630,0300,20,2010,4,NITROLINGU,4250,false,349,88652.93,88078.83,574.1,10/1,10/01/2010,,,,59630030020
FFSU,IN,00069,0471,97,2010,4,Chantix (v,85343,false,1611,211407.58,207538.74,3868.84,10/1,10/01/2010,39.8647,-86.2604,"(39.8647, -86.2604)",00069047197
FFSU,KY,00054,3270,99,2010,3,FLUTICASON,97415.5,false,6099,169626.89,168511.96,1114.93,7/1,07/01/2010,37.669,-84.6514,"(37.669, -84.6514)",00054327099
MCOU,XX,00093,6815,73,2010,2,BUDESONIDE,2346392.662,false,28334,6005073.84,5826522.01,178551.83,4/1,04/01/2010,,,,00093681573
MCOU,PA,51672,4117,04,2010,2,NYSTATIN S,30164.056,false,483,4414.22,4414.22,0,4/1,04/01/2010,40.5773,-77.264,"(40.5773, -77.264)",51672411704
MCOU,VA,00078,0358,34,2010,3,DIOVAN  (v,17440,false,537,42423.8,42368.77,55.03,7/1,07/01/2010,37.768,-78.2057,"(37.768, -78.2057)",00078035834
MCOU,NY,00008,1179,01,2010,2,TORISEL 25,8.08,false,23,23535.61,23535.61,0,4/1,04/01/2010,42.1497,-74.9384,"(42.1497, -74.9384)",00008117901
MCOU,PA,45802,0974,26,2010,2,CETIRIZINE,312444.239,false,2168,24792.52,24792.52,0,4/1,04/01/2010,40.5773,-77.264,"(40.5773, -77.264)",45802097426
MCOU,VA,00536,0650,85,2010,4,FERROUS SU,31358,false,152,534.8,534.8,0,10/1,10/01/2010,37.768,-78.2057,"(37.768, -78.2057)",00536065085
FFSU,IN,59762,1258,02,2010,3,Bisoprolol,,true,,,,,7/1,07/01/2010,39.8647,-86.2604,"(39.8647, -86.2604)",59762125802
MCOU,OR,00093,7155,98,2010,3,SIMVASTATI,16418,false,538,6179.36,6179.36,0,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",00093715598
MCOU,WA,51991,0457,57,2010,4,POLYETHYLE,65603,false,123,2508.76,2508.76,0,10/1,10/01/2010,47.3917,-121.5708,"(47.3917, -121.5708)",51991045757
FFSU,NY,00003,2187,10,2010,4,ORENCIA 25,489.92,false,170,232573.73,83558.43,149015.3,10/1,10/01/2010,42.1497,-74.9384,"(42.1497, -74.9384)",00003218710
MCOU,OR,66685,1012,00,2010,4,AMOX CLAV,7300,false,85,2191.74,2191.74,0,10/1,10/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",66685101200
FFSU,TN,51672,1253,02,2010,1,FLUOCINONI,8025,false,208,1275.12,1273.15,1.97,1/1,01/01/2010,35.7449,-86.7489,"(35.7449, -86.7489)",51672125302
MCOU,PA,68180,0479,03,2010,4,SIMVASTATI,32972,false,1104,8773.97,8739.53,34.44,10/1,10/01/2010,40.5773,-77.264,"(40.5773, -77.264)",68180047903
MCOU,XX,45802,0363,42,2010,2,TRETINOIN,19520,false,442,26016.16,25728.28,287.88,4/1,04/01/2010,,,,45802036342
FFSU,CO,00409,1261,30,2010,3,MORPHINE S,,true,,,,,7/1,07/01/2010,39.0646,-105.3272,"(39.0646, -105.3272)",00409126130
MCOU,PA,51672,1259,03,2010,2,CLOBETASOL,25710,false,392,7068.23,6942.5,125.73,4/1,04/01/2010,40.5773,-77.264,"(40.5773, -77.264)",51672125903
FFSU,NV,62856,0251,01,2010,2,Fragmin vi,69.494,false,57,5963.86,5155.22,808.64,4/1,04/01/2010,38.4199,-117.1219,"(38.4199, -117.1219)",62856025101
MCOU,PA,60258,0157,20,2010,2,Fluoride 1,61344,false,1956,6522.39,6485.36,37.03,4/1,04/01/2010,40.5773,-77.264,"(40.5773, -77.264)",60258015720
FFSU,KY,59762,5027,01,2010,3,GABAPENTIN,137494,false,1669,23278.37,23266.7,11.67,7/1,07/01/2010,37.669,-84.6514,"(37.669, -84.6514)",59762502701
FFSU,KY,00338,0709,48,2010,4,POTASSIUM,285,false,21,844.79,844.79,0,10/1,10/01/2010,37.669,-84.6514,"(37.669, -84.6514)",00338070948
FFSU,NV,00409,6509,01,2010,4,VANCOMYCIN,58.31,false,84,8512.99,8512.99,0,10/1,10/01/2010,38.4199,-117.1219,"(38.4199, -117.1219)",00409650901
FFSU,KY,49884,0282,01,2010,4,PROPRANOLO,3575,false,108,3715.29,3715.29,0,10/1,10/01/2010,37.669,-84.6514,"(37.669, -84.6514)",49884028201
FFSU,AR,59762,5017,01,2010,3,FLUCONAZOL,584,false,425,4490.7,4158.75,331.95,7/1,07/01/2010,34.9513,-92.3809,"(34.9513, -92.3809)",59762501701
FFSU,XX,59762,5030,01,2010,3,FLUCONAZOL,290796,false,7036,425314.17,416141.74,9172.43,7/1,07/01/2010,,,,59762503001
FFSU,XX,00009,0190,16,2010,4,SOLU-MEDRO,9870.2,false,6704,82720.48,81014.74,1705.74,10/1,10/01/2010,,,,00009019016
FFSU,KY,00066,0494,55,2010,4,BENZACLIN,49936,false,992,171542.14,169700.63,1841.51,10/1,10/01/2010,37.669,-84.6514,"(37.669, -84.6514)",00066049455
MCOU,XX,00781,1599,05,2010,4,SPIRONOLAC,37842,false,930,8154.45,8037.35,117.1,10/1,10/01/2010,,,,00781159905
MCOU,OR,60432,0608,16,2010,3,PROMETHAZI,5381,false,33,228.49,228.49,0,7/1,07/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",60432060816
MCOU,OR,66733,0948,23,2010,2,ERBITUX,,true,,,,,4/1,04/01/2010,44.5672,-122.1269,"(44.5672, -122.1269)",66733094823
MCOU,PA,00093,4356,01,2010,4,FLUOXETINE,104206,false,2340,18498.32,18348.73,149.59,10/1,10/01/2010,40.5773,-77.264,"(40.5773, -77.264)",00093435601
